ANTONIO CARLOS PEIXOTO DE MAGALHÃES NETO,GIOVANI DAMICO,JERÔNIMO RODRIGUES SOUZA,JOÃO INÁCIO RIBEIRO ROMA NETO,KLEBER ROSA DE SOUZA,MARCELO MILLET OLIVEIRA,VOTO BRANCO,VOTO NULO
240.0,2.0,237.0,43.0,23.0,,13.0,14.0
260.0,2.0,228.0,51.0,10.0,,6.0,27.0
259.0,,228.0,52.0,9.0,,8.0,26.0
244.0,,245.0,57.0,9.0,,14.0,22.0
254.0,,239.0,45.0,9.0,,11.0,19.0
239.0,,280.0,58.0,5.0,,10.0,27.0
179.0,1.0,102.0,37.0,7.0,,6.0,16.0
271.0,,245.0,59.0,7.0,,14.0,27.0
161.0,1.0,108.0,41.0,7.0,,6.0,11.0
214.0,2.0,201.0,49.0,7.0,,14.0,26.0
222.0,,202.0,41.0,5.0,,11.0,18.0
234.0,,223.0,34.0,7.0,,8.0,14.0
220.0,,250.0,53.0,6.0,,9.0,27.0
220.0,1.0,249.0,33.0,14.0,,7.0,15.0
191.0,,206.0,54.0,8.0,,5.0,30.0
156.0,,107.0,44.0,5.0,,10.0,11.0
281.0,,258.0,41.0,10.0,,9.0,37.0
230.0,,217.0,52.0,14.0,,11.0,18.0
243.0,1.0,177.0,51.0,12.0,,4.0,10.0
160.0,,263.0,14.0,2.0,,7.0,27.0
233.0,1.0,178.0,91.0,22.0,,3.0,6.0
311.0,2.0,198.0,82.0,17.0,,7.0,15.0
297.0,1.0,151.0,57.0,15.0,,7.0,16.0
318.0,,269.0,119.0,23.0,,9.0,15.0
159.0,,117.0,40.0,7.0,,12.0,12.0
306.0,,200.0,72.0,18.0,,10.0,11.0
203.0,,105.0,46.0,15.0,,6.0,10.0
127.0,,177.0,9.0,,,5.0,32.0
166.0,,126.0,43.0,11.0,,5.0,13.0
211.0,2.0,98.0,46.0,13.0,,7.0,8.0
191.0,,112.0,48.0,6.0,,4.0,12.0
204.0,,97.0,62.0,4.0,,4.0,10.0
174.0,1.0,127.0,47.0,5.0,,10.0,10.0
202.0,,105.0,53.0,11.0,,4.0,7.0
122.0,,189.0,13.0,2.0,,4.0,23.0
172.0,,103.0,43.0,7.0,,11.0,22.0
146.0,,172.0,30.0,3.0,,6.0,24.0
150.0,,120.0,28.0,5.0,,6.0,12.0
130.0,1.0,173.0,19.0,2.0,,9.0,18.0
199.0,3.0,86.0,63.0,8.0,,7.0,4.0
114.0,,106.0,18.0,9.0,,6.0,11.0
188.0,,112.0,37.0,13.0,,5.0,10.0
190.0,,105.0,50.0,14.0,,1.0,10.0
191.0,1.0,99.0,63.0,9.0,,4.0,7.0
174.0,,106.0,38.0,10.0,,7.0,19.0
179.0,,119.0,58.0,11.0,,8.0,5.0
164.0,2.0,106.0,34.0,12.0,,1.0,9.0
155.0,,160.0,23.0,1.0,,14.0,24.0
197.0,1.0,97.0,50.0,10.0,,3.0,14.0
195.0,1.0,119.0,39.0,6.0,,5.0,4.0
189.0,1.0,102.0,57.0,9.0,,2.0,10.0
167.0,,137.0,42.0,8.0,1.0,3.0,9.0
139.0,,168.0,24.0,5.0,,11.0,13.0
177.0,,117.0,58.0,8.0,1.0,4.0,9.0
197.0,1.0,101.0,46.0,6.0,,6.0,8.0
165.0,1.0,109.0,50.0,14.0,,10.0,9.0
181.0,2.0,115.0,47.0,9.0,,7.0,9.0
176.0,,100.0,46.0,6.0,,2.0,9.0
133.0,,167.0,20.0,5.0,,11.0,19.0
186.0,1.0,104.0,54.0,14.0,,2.0,11.0
172.0,1.0,122.0,43.0,7.0,,4.0,10.0
200.0,1.0,112.0,44.0,8.0,,,9.0
184.0,,122.0,44.0,5.0,,5.0,8.0
200.0,1.0,110.0,46.0,11.0,,3.0,6.0
149.0,2.0,86.0,18.0,5.0,,12.0,6.0
199.0,,99.0,36.0,12.0,,4.0,14.0
181.0,,113.0,41.0,5.0,,5.0,5.0
192.0,5.0,91.0,61.0,7.0,,3.0,5.0
125.0,,176.0,23.0,,,14.0,19.0
172.0,,122.0,49.0,6.0,,5.0,6.0
191.0,3.0,108.0,56.0,12.0,,6.0,4.0
180.0,1.0,108.0,46.0,8.0,,2.0,10.0
131.0,1.0,151.0,34.0,2.0,,10.0,13.0
202.0,2.0,81.0,43.0,10.0,1.0,6.0,10.0
184.0,1.0,122.0,32.0,6.0,,15.0,8.0
185.0,,113.0,48.0,12.0,,5.0,7.0
167.0,,73.0,42.0,15.0,,3.0,11.0
145.0,1.0,131.0,15.0,8.0,,17.0,18.0
200.0,2.0,114.0,30.0,10.0,,9.0,13.0
136.0,1.0,97.0,25.0,12.0,,8.0,16.0
186.0,3.0,95.0,40.0,15.0,,4.0,7.0
167.0,1.0,92.0,55.0,7.0,,6.0,6.0
175.0,1.0,148.0,11.0,6.0,,13.0,10.0
207.0,,111.0,47.0,20.0,,4.0,8.0
135.0,1.0,101.0,22.0,7.0,1.0,10.0,9.0
192.0,4.0,143.0,39.0,20.0,,5.0,3.0
182.0,2.0,140.0,53.0,18.0,,5.0,7.0
222.0,2.0,126.0,38.0,14.0,,,3.0
60.0,1.0,29.0,5.0,2.0,,5.0,2.0
115.0,1.0,52.0,32.0,9.0,,7.0,5.0
18.0,,26.0,6.0,,,,2.0
